"s","o"
"http://dbpedia.org/resource/Brighton,_Queensland","Brighton is the northernmost suburb of Brisbane City, Australia, located 19 kilometres (12 mi) north of the Brisbane CBD.  The Nashville locality makes up much of the southwest of the suburb.At the 2011 Australian Census the suburb had a population of 9,012. Brighton features mostly suburban housing. The large nursing home Eventide, run by the Queensland Government, is within Brighton. Brighton was also home to the World War II barracks of the RAAF Air Training School between December 1940 to May 1946 and was built on reclaimed land. After this time it became The Eventide Nursing Home. More than 700 patients were transferred from Dunwich on North Stradbroke Island to the facility.  It was announced in late 2012 that the nursing home will close because ensuring the aging buildings complied with building codes was uneconomic."
"http://dbpedia.org/resource/Brighton,_South_Australia","Brighton is a coastal suburb of Adelaide, South Australia, situated between Seacliff and Glenelg and aside Holdfast Bay. Some notable features of the area are the Brighton-Seacliff Yacht Club, the Brighton Surf Lifesaving Club, the Brighton Jetty, and its excellent beach. The Windsor Theatre constructed in 1925 is a long-standing institution, showing cinema to the locals usually two films per night."
"http://dbpedia.org/resource/Brighton,_Victoria","Brighton is a beach-side suburb of Melbourne, Victoria, Australia, 11 km south-east of Melbourne's central business district. Its local government area is the City of Bayside. At the 2011 Census, Brighton had a population of 21,257. Brighton is named after Brighton in England."
"http://dbpedia.org/resource/Brighton-Le-Sands,_New_South_Wales","Brighton-Le-Sands (also known simply as Brighton or Brighton Beach), is a suburb  in southern Sydney, in the state of New South Wales, Australia. Prior to 1970 the official name of the suburb was Brighton-le-Sands [see numerous Gazetteers for Sydney or New South Wales ]. Brighton-Le-Sands is located  13 kilometres south-west of the Sydney central business district, on the western shore of Botany Bay. Brighton-Le-Sands is in the local government area of the City of Rockdale and is part of the St George area.Lady Robinsons Beach and Cook Park run along the eastern border of Brighton-Le-Sands, on Botany Bay. The beach is also commonly referred to as Brighton Beach. Brighton-Le-Sands features a mixture of low density houses, medium density flats, high rise apartments, retail, cafés and restaurants. The Grand Parade runs along the foreshore and intersects with Bay Street, at the commercial centre. The higher density developments are located along these streets."
"http://dbpedia.org/resource/Brightwater","Brightwater is a town 20 kilometres (12 mi) southwest of Nelson in Tasman district in the South Island of New Zealand. It stands on the banks of the Wairoa River. Brightwater was named by Alfred Saunders, the owner of a local flax mill situated on the banks of the Wairoa River, after a popular song at the time ""Bright Water"", which was about choosing non-alcoholic drinks over spirits. The settlement was named in 1855, but the area was settled as early as 1843.Brightwater was the birthplace of Nobel Prize-winning scientist, the ""father of nuclear physics"", Sir Ernest Rutherford and has an elaborate Lord Rutherford Birthplace memorial on the aptly named Lord Rutherford Road."
"http://dbpedia.org/resource/Brim,_Victoria","Brim is a small town in the Wimmera region of Victoria, Australia. The town is located 359 kilometres (223 mi) north west of the state capital, Melbourne on the Henty Highway. It is on the banks of the Yarriambiack Creek. It is in the Shire of Yarriambiack local government area. At the 2011 census, Brim had a population of 261."
"http://dbpedia.org/resource/Brindabella,_New_South_Wales","Brindabella is a locality in south-east New South Wales, Australia, in the area of Yass Valley Council.  It is reached by the Brindabella Road from the Australian Capital Territory over the Brindabella Ranges.  It is significant as the early home of Miles Franklin, who wrote a well known book called Childhood at Brindabella.A river called Goodradigbee River flows north through the valley. A major farm in the valley is Brindabella Station."
"http://dbpedia.org/resource/Bringelly,_New_South_Wales","Bringelly is a suburb of Sydney, in the state of New South Wales, Australia. It is located on the Northern Road between Penrith and Camden. It has a public school. Bringelly is also the name of a local hill."
"http://dbpedia.org/resource/Brinkworth,_South_Australia","Brinkworth (postcode 5464) is a town in the Mid North region of South Australia with a current population of 401. It is 32 km north of the regional centre of Clare.The Brinkworth area was first settled in the 1860s; and the town laid out in 1892.  Brinkworth is named after the early landowner, George Brinkworth."
"http://dbpedia.org/resource/Brisbane","Brisbane /ˈbrɪzbən/ is the capital and most populous city in the Australian state of Queensland, and the third most populous city in Australia. Brisbane's metropolitan area has a population of 2.3 million, and the South East Queensland urban conurbation, centred on Brisbane, encompasses a population of more than 3.4 million. The Brisbane central business district stands on the original European settlement and is situated inside a bend of the Brisbane River, about 15 kilometres (9 miles) from its mouth at Moreton Bay. The metropolitan area extends in all directions along the floodplain of the Brisbane River valley between Moreton Bay and the Great Dividing Range. The metropolitan area sprawls across several of Australia's most populous local government areas (LGA), including the City of Brisbane, which is by far the most populous LGA in the nation. The demonym of Brisbane is Brisbanite.One of the oldest cities in Australia, Brisbane was founded upon the ancient homelands of the Turrbal and Jagera peoples. Named after the Brisbane River on which it is located, which in turn was named after Scotsman Sir Thomas Brisbane, the Governor of New South Wales from 1821 to 1825. The area was chosen as a place for secondary offenders from the Sydney Colony. A penal settlement was founded in 1824 at Redcliffe, 28 kilometres (17 mi) north of the central business district. That settlement was soon abandoned and moved to North Quay in 1825, and opened to free settlement in 1842. The city was marred by Aboriginal conflict between 1843-1855, and development was partly setback by the Great Fire of Brisbane, and the Great Brisbane Flood. Brisbane was chosen as the capital when Queensland was proclaimed a separate colony from New South Wales in 1859. During World War II, Brisbane played a central role in the Allied campaign and served as the South West Pacific headquarters for General Douglas MacArthur. Today, it is well known for its distinct Queenslander Architecture which forms much of the built heritage of Brisbane.Brisbane has hosted several large cultural, international and sporting events, including the 1982 Commonwealth Games, World Expo '88, the final Goodwill Games in 2001, and the 2014 G-20 summit."
"http://dbpedia.org/resource/Brisbane_Water","Brisbane Water is a youthful wave-dominated barrier estuary located in the Central Coast region, to the north of Sydney, New South Wales, Australia. Brisbane Water has its origin at the confluence of the Narara and Coorumbine Creeks, to the south–east of Gosford and travels for approximately 18 kilometres (11 mi) in a southerly direction to its mouth at Broken Bay, about 7 kilometres (4.3 mi) from the Tasman Sea, at Barrenjoey Head. A number of towns surround the shores of Brisbane Water, including Booker Bay, Davistown, Ettalong Beach, Gosford, Green Point, Kincumber, Phegans Bay, Saratoga, Wagstaffe, and Woy Woy. Contained within Brisbane Water is St Huberts Island, Rileys Island, and Pelican Island; and adjoining the estuary is Brisbane Water National Park to the west and Bouddi National Park to the east.The total catchment area of the river is approximately 165 square kilometres (64 sq mi).The land adjacent to the Brisbane Water was occupied for many thousands of years by the Darkinjung and Kuringai Aboriginal peoples, who used the estuary and foreshore areas for cultural purposes.Brisbane Water was named in 1825 in honour of Sir Thomas Brisbane, a Governor of New South Wales, serving between 1820 and 1825."
"http://dbpedia.org/resource/Brisk_Island","Brisk Island is an island in the Great Palm Island group. The nearest island is Great Palm Island, after which the group is named.The Aboriginal name for Brisk Island is Culgarool Island.The island is situated in Steamer Passage, Halifax Bay approximately 2 kilometres (1.2 mi) southwest of Palm Island in Queensland, Australia. It is around 51 hectares or 0.51 square km in size."
