"s","o"
"http://dbpedia.org/resource/John_Brander","John Nelson Brander (born 15 June 1884) was a Scottish footballer who played for Dumbarton, Vale of Leven, Rangers and Clydebank."
"http://dbpedia.org/resource/John_Brodie_(footballer,_born_1896)","John Brodie (born 5 January 1896) was a Scottish footballer who played for Celtic, Dumbarton, Ayr United and Chelsea."
"http://dbpedia.org/resource/John_Bushemi_(politician)","John P. Bushemi (born April 13, 1948) is an American former politician from the state of Indiana. A Democrat, he served in the Indiana State Senate from 1983 to 1990. He is a lawyer."
"http://dbpedia.org/resource/John_Charles_Traylen","John Charles Traylen ARIBA (27 February 1845 - 11 June 1907) was an English architect."
"http://dbpedia.org/resource/John_Drysdale_(footballer)","John Drysdale (born 2 December 1913) was a Scottish footballer who played for Queen's Park, Rangers, Kilmarnock and Dumbarton."
"http://dbpedia.org/resource/John_Duffus","John Murison Duffus (10 May 1901 - 18 September 1975) was a Scottish footballer who played for Dumbarton, Millwall, Clapton Orient, Tottenham Hotspur, Norwich City and Stockport County."
"http://dbpedia.org/resource/John_Duffus","John Murison Duffus (10 May 1901 - 18 September 1975) was a Scottish footballer who played for Dumbarton, Millwall, Clapton Orient, Tottenham Hotspur, Norwich City and Stockport County."
"http://dbpedia.org/resource/John_Durnin_(Scottish_footballer)","John Durnin (born 10 November 1894) was a Scottish footballer who played for Partick Thistle and Dumbarton."
"http://dbpedia.org/resource/John_Ferren","John Ferren (1905–1970) was an American artist. In his 20s, he apprenticed as a stonecutter in San Francisco, California. He is noted for his success in France as an American artist. Writer Gertrude Stein said of him ""Ferren ought be a man who is interesting, he is the only American painter foreign painters in Paris consider as a painter and whose paintings interest them.  He is young yet and might do . . . that thing called abstract painting."""
"http://dbpedia.org/resource/John_Fielding_(footballer,_born_1982)","John Robert Fielding (born 7 April 1982) is an English former professional footballer who played as a defender in the Football League for York City, and in non-League football for Harrogate Town."
"http://dbpedia.org/resource/John_Gallacher_(footballer)","John Gallacher (born 12 December 1951) is a Scottish former footballer, who played for Queen's Park, Heart of Midlothian (""Hearts"") and Dumbarton in the Scottish Football League. Gallacher was part of the Hearts team in the 1976 Scottish Cup Final, which they lost 3–1 to Rangers."
"http://dbpedia.org/resource/John_Gallaudet","John Gallaudet (1903–1983) was an American film and television actor."
"http://dbpedia.org/resource/John_Getty","John Getty (born 23 April 1918) was a Scottish footballer who played for Dumbarton and Nottingham Forest."
"http://dbpedia.org/resource/John_Glass_(footballer)","John Shaw Glass (5 November 1908 - 1991) was a Scottish footballer who played for Kilmarnock and Dumbarton."
"http://dbpedia.org/resource/John_Gould_(footballer)","John Daniel 'Johnny' Gould (born 16 December 1919) was a Scottish footballer who played for Arbroath, Celtic, Albion Rovers, Raith Rovers and Dumbarton."
"http://dbpedia.org/resource/John_Graham_MacDonald_Burt","Dr John Graham MacDonald Burt FRSE LLD (1809–1868) was an eminent Scottish physician and medical author. He was president of the Royal College of Physicians in Edinburgh from 1863 to 1865."
"http://dbpedia.org/resource/John_Granger_(footballer)","John Granger (born 16 July 1899) was a Scottish footballer who played for St Mirren, Dumbarton, Celtic and Forfar Athletic."
"http://dbpedia.org/resource/John_Herring","John Bryan Herring (10 April 1935 – 7 October 2003), was a British athlete who ran in the 1964 Summer Olympic Games. He was assistant director of the Crystal Palace National Sports Centre, a member of the London Marathon organising team and a long-time member of Blackheath and Bromley Harriers Athletic Club."
"http://dbpedia.org/resource/John_Hollway","John M. Hollway (1841 – 1907) was an English metallurgist and chemist who, in the 1870s, unsuccessfully tried out smelting and refining of copper using a converter based on the Bessemer process.Although his attempts failed, conceding to the French engineers Pierre Manhès and Paul David, the honor of the invention of the Manhès-David process in 1880, the abundant communication he made on his failures constitute a significant contribution to the development and perfecting their process."
"http://dbpedia.org/resource/John_I,_Archbishop_of_Trier","John I (German: Johann I.) (born ca. 1140; died July 15, 1212 in Trier) was Archbishop of Trier from 1190 to 1212 and the first also to bear the title of Elector.Originating in the area around Speyer, John was consecrated in 1173 as an archdeacon and as the provost of the Monastery of St. Germain in Speyer. From 1186 to 1189 he was the chancellor of Henry of Hohenstaufen, King of the Romans and imperial regent while his father, the Emperor Frederick Barbarossa, was on crusade;  on  Henry's initiative, John was elected as archbishop of Trier in September 1189, replacing the see’s rival archbishops, the just-deceased Fulmar of Karden and the imperial anti-archbishop Rudolf of Wied, and was formally confirmed the following year by Pope Clement III.Among his first duties as archbishop were the reorganization and strengthening of the archdiocese (in both its ecclesiastical and its secular aspects), the fortification of the city of Trier, and the acquisition of a number of castles. John established the ""Liber annalium jurium,"" a comprehensive reckoning of all the properties and privileges of the archbishopric (similar to the English Domesday Book of William the Conqueror) and one of the most important historical sources for the city and territory of Trier.In early 1196 Archbishop John had the legendary ""Holy Robe"" of Christ displayed again in the west choir of the Cathedral of Trier.  This particular occasion not only allowed him to consecrate the new east choir of the restored cathedral on May 1 of that year, but also for him to translate the re-discovered Tunica of Christ – the ""seamless garment"" – to a newly built and consecrated shrine, paving the way for future public celebrations of the famous relic. Also at his behest the restoration of the Church of Our Lady at Andernach and the Basilica of St. Castor at Koblenz were undertaken.In 1198, the archbishop attained the release of both the archbishopric and the city of Trier from the suzerainty of the Count Palatine of the Rhine.  In 1203, having been threatened with excommunication by Pope Innocent III due to his fluctuating support of the rival imperial candidates, the Staufen Philip, Duke of Swabia and the papal favorite, the Welfic Otto of Brunswick, John undertook a journey to Rome and was formally rehabilitated. He made a second journey to Rome in 1209, accompanying Otto, then King of the Romans, to his coronation as Holy Roman Emperor.John I died in Trier in 1212 and was buried in Himmerod Abbey in the Eifel."
"http://dbpedia.org/resource/John_L._Cason","John L. Cason, also known as Bob Cason or simply as John Cason, (1918—1961) was an American actor active in both films and television. During his 20 year career he appeared in over 200 films and television shows. He is best known for his work on the television program The Adventures of Kit Carson, where he appeared in several roles from 1951—53."
"http://dbpedia.org/resource/John_Lang_(footballer,_born_1908)","John Lang (born 9 June 1908) was a Scottish footballer who played for Dumbarton, Kings Park, Aberdeen and Barnsley."
"http://dbpedia.org/resource/John_Lawton_(priest)","John Arthur Lawton  (19 January 1913 - 29 April 1995) was the Archdeacon of Warrington from 1970 until 1981.Lawton was educated at Rugby, Fitzwilliam College, Cambridge  and Ripon College Cuddesdon;  and ordained in 1938. He was a Curate at  St Dunstan, Edgehill (1937–40); Vicar of St Anne Wigan  (1940–56), St Luke, Southport  (1956–60) and Kirkby  (1960–69); and Canon Diocesan of Liverpool (1963–87)."
"http://dbpedia.org/resource/John_Lott_Brown","John Lott Brown was a former university administrator and professor."
"http://dbpedia.org/resource/John_Matsko_(American_football)","John Matsko, Jr. (December 20, 1933 – December 24, 2010) was an American football player. He played Center for the Michigan State Spartans football team and was selected as a first-team All-Big Ten Conference player and second-team All-American in 1956.Matsko grew up in Cambria County, Pennsylvania.  He attended Adams-Summerhill High School in St. Michael, Pennsylvania, and won a total of 12 varsity letters in football, baseball, basketball and track.  He was offered a contract to play professional baseball for the Pittsburgh Pirates, but opted to play college football at Michigan State College.Matsko played at the center position at Michigan State and also handled place-kicking for the team.  He was captain of the 1956 Michigan State Spartans football team that compiled a 9–1 record and was ranked #9 in the final AP Poll.  At the end of the season, he was selected by the United Press (UP), International News Service (INS), and Newspaper Enterprise Association (NEA) as a second-team player on the 1956 College Football All-America Team.  He was also selected by the Associated Press (AP) as a first-team player on the 1956 All-Big Ten Conference football team. The United Press (UP) selected him as the second-team All-Big Ten center.In August 1957, Matsko played for the college all-stars in Chicago and was in discussions with the Hamilton Tiger-Cats of the Canadian Football League (CFL). He ultimately played for the Calgary Stampeders during the 1959 CFL season.In 1960, after retiring from professional football, Matsko was hired as a junior high school social studies teacher and assistant football coach in Ferndale, Pennsylvania."
